tweet	sarcastic
"Wtf is "" Lolzzz "" ? ! Did you laugh yourself to sleep bitch ? #sarcasm"	1
RT I have 2 reason (s ) why i don't give money to my girlfriend . First : I don't have money . Second : I don't have girlfriend . #sarcasm	1
If a girl receives a compliment/ gets hit on & doesn't inform twitter about it , did it really happen ? ! #sarcastictweet #sarcasm	1
When you are trying to get out of the aisle at the movies , and you have to pass by people , do you give them the nut or the butt ? #sarcasm	1
@nakedmagic there was nothing like that . Unfortunately , it was a very short interview . #sarcasm	1
Spending 45 minutes on the phone to British gas was just what I had planned for my lunch hour 😳 😔 #NOT #sarcasm	1
Hoping one of these jobs hit my line soon #sarcasm	1
You consider me as one of your #options I'll consider you Non -Existent ... #sarcastictweet #sarcasm	1
My daily routine : Wake up , be awesome , go back to sleep . #sarcasm	1
They call me the fireman because I turn on the hoes #sarcasm	1
The barbed wire tattoo on my bicep is there to keep people protected from my guns . #sarcasm	1
When I like someone , they don't like me . ? When someone likes me , I don't like them . ? #sarcasm	1
i either read for 4 hours straight or dont read for 4 months there is no in between #sarcasm	1
Nothing like a quick game of #CrossyRoad while you're waiting for your leftovers to heat up in the microwave . #reallife #sarcasm	1
Thank you iTunes for the U2 album . #not #getoff #sarcasm	1
It is raining . Great #Not #sarcasm	1
@katherine_wh you say that like its a part time weekend job , suck it up barber 😉 ❤️ #sarcasm	1
Sitting at work and thinking about all of the studying I could be doing right now ... So damn stressed ... #NursingStudentProblems #sarcasm	1
Hot chocolate and nerd love on my day off . I can dig it . #sarcasm	1
@daniorr100 @francesca727 LOL can't wait to babysit #sarcasm	1
I wish I had a monozygotic twin so I could be entered in a bunch of studies #not @TA_TiffanyS #sarcasm	1
RT everything in the world is either potato or not a potato . @sarcastic_us #sarcasm	1
I wish you could see how the shit would look on your head before you do it #sarcasm	1
Good job #att you lost my business to #verizon after 6 years because I couldn't turn in a phone with a battery cover missing . #fail #sarcasm	1
@Green_Footballs @Gus_802 What could it be ? I'm totally mystified ... #Not #sarcasm	1
I don't know why you're always talking about yourself to me . Why not ask how I'm doing ? I'm doing great , thanks for asking . #sarcasm	1
Everyone criticizes the Salem Witch Trials , but we haven't had a witch attack in over 200 years . #sarcasm	1
How do I gently tell people that I don't want to speak to their babies on the phone ever again ? #sarcasm	1
"When I say "" It's a long story "" It usually means I just dont want to tell you it . #sarcasm"	1
"I'm glad people can't see how I have them saved in my phone . Contact names like , "" Don't Answer "" and "" Douchebag "" and "" Owes me $100 "" . #sarcasm"	1
#Scientology Narconon Suncoast drug rehab held a grand opening without having a license | RFTTP #sarcasm	1
happy bday @paytonrussell_ love u and our geometry class 😉 cya at lunch girl 😊 #sarcasm	1
I swear medicine companies have no clue what fruit tastes like #sarcasm	1
This sneeze melted my heart ♥️ #sarcasm	1
Sex is like comedy . Most of the time I don't get it , but I act like I do . #sarcasm	1
Get ready for no phone yay #sarcasm #sarcasm	1
We have no gun problem in the U . S . --we have a black-criminality problem . But Dems fight school choice for the poor . #sarcasm	1
Love that my phone freezes -_- #sarcasm	1
"There's a reason why "" sober "" and "" so bored "" sound almost exactly the same #sarcasm"	1
"Girl : "" Why didn't you reply to my last text ? "" Boy : "" How am I supposed to reply to LOL "" ? #sarcasm"	1
@oreillyfactor have you noticed most people in prison are Democrats bill I think it's the end of America God bless us #sarcasm	1
From school to work to practice . I have no free time . #hardwork #exhausted #sarcasm	1
@Love_Always_Vee yea but I only took one because I took some allergy medicine #sarcasm	1
Eddie , Jericho , Malenko , et al EXPLODED my understanding of where a wrestling match could take you . Great tribute ! #sarcasm	1
Hans Gruber fall was supposed to be on 3 . Yippe Kie Yay ! #sarcasm	1
Wow this day is awesome . I love not getting homework done in time AND stressing out about a giant test tomorrow . 😊 #sarcasm	1
An information for everyone . Please do not use #illustrations without the #permission of the #artist and/or the owner of the #License #sarcasm	1
@lifeisGOODell Well at least she's well deserving & started from the bottom , ya know ? #NOT #sarcasm	1
"My memory is so bad ... "" "" How bad is it ? "" "" ... How bad is what ? #sarcasm"	1
when i start to study , all the good TV shows begin #sarcasm	1
always go with the choice that scares you the most , because that's the one that is going to help you grow #sarcasm	1
There's always a trap after da trap #not even my passion just my hustle #💴 #gn #sarcasm	1
My ceiling fan has 3 speeds :1) Barely moving . 2) Kinda feels like it's working . 3) Is going to fly off the ceiling and kill someone . #sarcasm	1
RT I felt sorry for my parents when my results were out Cause our neighbour Sharma ji was childless . *My poor parents * #sarcasm	1
Miley Cyrus is just all over the internet now . People laughing everywhere lmao #sarcasm	1
@s_thornhill99 get some sleep chica and we can attempt to study 1st period #sarcasm	1
"White Girls "" - a poemI need starbucks nowLike can this weather just notNetflix , uggs , and yoga pantsYour so pretty I can't even . #sarcasm"	1
Only when the iPod/iPad screen cracks do me and sister realize that we need a case and screen protectors for them #ProactiveThinkers #NOT #sarcasm	1
I bet your lil bf would like that . Lol #not #sarcasm	1
i actually love it when white ppl speak about poc issues as long as they don't forget that they're just as privileged as the non-woke whites #sarcasm	1
"I miss you , not the "" I haven't seen you in a while "" kind of miss you , but the "" I wish you were here at this very moment "" kind of miss you #sarcasm"	1
Don't ever take chemistry . It's not fun at all #sarcasm	1
@jodaaddy @ravynnedta @vitaminn_K @BrokeBoiRome @KJaaaay_ fr out here adding people when we already got some shit jumpin 😴 #sarcasm	1
Boy bands should be exploded from a great height . They're just pretty people singing music written by others . #Songwriting #sarcasm	1
I'd give my right arm for a copy of @DavidGArnold's Godzilla soundtrack on CD . The quality on YouTube playlists is painful . #sarcasm	1
"When you start to hate someone , everything they do begins to annoy you ... Them : *cough*You : "" OOOOHHH MY GOOOOOODDDDDDD "" #sarcasm"	1
Hello Darling @Eminem I'm A Female Business Lady From Cambridge #UK PLUS Rapper #NOT A Slapper ... Can I Get A Follow Back Please KING :-) #sarcasm	1
RT #thatawkwardmoment when your battery life is still more than your percentage #sarcasm	1
We have a game on halloween ... #KEWLLL #NOT #sarcasm	1
In that case , just the 25 mortgage years to wait then ! #sarcasm	1
RT Friend - what kind of food you like ? Me - tasty and unhealthy to keep me in my circular shape < ;3 #sarcasm	1
"That awkward moment when someone is crying and you're trying your hardest not to laugh . "" #sarcasm"	1
Just put on my pointe shoes for the first time in 2 years . Oh how I missed you . #not #sarcasm	1
I love being tackled at practice twice ... #not #sarcasm	1
@YouTube That or you'll realize how stupid a decision this was and try to get rid of it in a week or so . What does VEVO think of all this? #sarcasm	1
@HuffingtonPost *eye roll* - the space is full of oxygen Coz the astronauts breathes during their stay in space #sarcasm	1
Nothing like waking up unexpectedly at 4:30 & then not being able to fall back asleep because one of the smoke detector batteries is dying . #sarcasm	1
@Kai97 aha , very funny baby ! ;) #sarcastic #sarcasm	1
The room is hot and it's late afternoon on a friday afternoon and I can smell cleaning products and my head feels fuzzy . #sarcasm	1
The most frightening thing about nightmares is realizing that they were created by your mind . #sarcasm	1
It's funny how if u get an A on a test , ur grade goes up like 2 percent , but if u get an F on a test , your grade goes down like the Titanic . #sarcasm	1
Stuck babysitting tonight since my parents are in Vegas . Movie night at my house , friends #sarcasm	1
It's not my official job but basically all I do is piss people off . #sarcasm	1
chicago med's pilot was huge ! all doctors have a history , can't wait to learn more about them 😊 @TheNickGehlfuss @theyayadacosta #sarcasm	1
@HillaryClinton @billclinton You two are so cute and adorable together . Stick with it for 8+ more years . The WhiteHouse bridalsuit is nice ! #sarcasm	1
"Why you so shy "" bitch I just met you 17mins ago relax #sarcasm"	1
I love you is 8 letters long . then again so is bullshit . #sarcasm	1
@kenzy_2014 thanks Chins 😸😸😸 #not #sarcasm	1
REMEMBER KIDS , if a stranger offers you drugs , you thank them . because drugs are very expensive . #sarcasm	1
@DavidNelsonNews pisses me off #Artists want Creative Freedom BUT #NOT in REAL Life ! #sarcasm	1
i wish i could be an attention whore like you . #ifonlyyouknew #sarcasm	1
Seriously hate the hiccups 😒 I literally sound like im barking #notcool #sarcasm	1
"@Brycepearce @helenkellyCTU That's just so cool , Bryce . #NOT Dictatorship for everywhere now , so we can all get those "" good changes "" #sarcasm"	1
Big sports night here in the DMV . Probably time for most of the fans to start paying attention . #fairweather #sarcastic #cantwinthemall #sarcasm	1
Prince Harry must feel all kinds of weird when he's stuffing pictures of his grandmother in the strippers ' g-strings . #sarcasm	1
@RanjeniM #Not only has Parliament gone to the dogs , if the idiomatic expression is anything to go by ! #sarcasm	1
I'm leaving for maybe a long time ? So if you want to text me , dm me your iMessage #sarcasm	1
I never realized how redundant a physical phone is . #NoPhone #OffTheGrid #YeahRight #sarcasm	1
I don't get how people enjoy working out ? The moment I feel out of breath I quit tbh I'm not about to die i can't do it #sarcasm	1
@MycahRose yeah you lie too #sarcasm	1
#GreatWhiteHope I love how JJ Watt's comments are being ignored and Dalton's response is being talked about more #sarcasm	1
I'll just have 2 ! #NOT #lieswetellourselves #imsleeptho #guiltypleasure #DUNKit #sarcasm	1
RT As I have grown older , I've learned that pleasing everyone is impossible , but pissing everyone off is a piece of cake . #sarcasm	1
@HillaryClinton she got screwed her life will b full of minipulation from Hillary . The Legos is a slamming deal ... #sarcasm	1
Interesting #Urdu renditions of #Japanese #Folktales by #Shafi_Aqueel #Literature #The_Muse #Translations #IMCWF #sarcasm	1
you never realize how much you love sleeping until you have to wake up in the morning #sarcasm	1
@FoxNews can't blame him , his first job is to protect his citizens and govt can't guarantee the ppl they're dropping invisible state #sarcasm	1
"Predicting the words "" Ranch Dressing "" will appear somewhere in my autopsy findings . #sarcasm"	1
Why ? Wild guess The Gold Standard is top soccer leagues in the world #Not NFL And they have the cojones to follow @soccerreform @FFA #sarcasm	1
#For #Security #Buy #BlackBerry #Not #Apple #Pay is as #safe as your #selfies , says #PayPal ad via @CNET #sarcasm	1
My life just keeps getting significantly better and better . #not #sarcasm	1
@Olivia_Olivka I feel your pain #not ! Hehehe #sarcasm	1
I've missed u Monday #not #sarcasm	1
"@marymadelineg : hbd to you #not @claudiapickell ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ ❤️ "" love this and you ❤️ ❤️ #sarcasm"	1
@1Marii3 Such a nice thing to say ! #NOT #sarcasm	1
I almost burnt my hair today so that was fun #sarcasm	1
Oddly appropriate hair color . Today we shoot porn in the rain . #sarcasm	1
Wishful thinking , losing fat while sleeping ? #fit #fatloss #weightloss #insomnia #tired #sarcasm	1
Xceed ? I'd Xpect them to pick a better name . #brandidentity #not #sarcasm	1
RT Me : Mom do I look ugly . Mom : I told you to not call me mom in public . Me : crying . #sarcasm	1
Chilling with the sis #wesocool #NOT #sarcasm	1
starting off the new year single again it's sort of a tradition i have upheld for many years i see no signs of this tradition breaking #sarcasm	1
This tempo clock is SO COOL ! Great job ESPN , cant believe I watched football before this ... #Not #sarcasm	1
"Don't cry . Just say "" fuck you "" and smile . #sarcasm"	1
You know that greener grass you see over there ? You do realize it's because they fertilize it with bull sh*t right ? #sarcasm	1
I guess that's the way it goes down , love is like a miracle now . #sarcasm	1
Hillary Clinton may become the first F president . Sorry , I meant female but the emale got deleted #sarcasm	1
So glad josh gets up & turns every light in the house on ! #not #sarcasm	1
Burrito sighting at nhs ft . me #hot #not #sarcasm	1
I've murdered my upper body these past few days , so picking stalls is about to be super fun ! #not #backontrack #cantstopwontstop #fitfam #sarcasm	1
Man I just LOVE being second choice 24/7 #sarcasm	1
I appreciate where I grew up , but the small town bullshit isn't for me anymore . Ready to finish school , start my life , and make money . 🤑😼 #sarcasm	1
OBAMA DOING NOTHING GETS GREAT PRAISE ON @MSNBC #ParisAttacks WHAT A LOSER . @hardball_chris @MADDOW @CNN #sarcasm	1
Take the high road . I have no idea why ; it's rarely as satisfying . So , forget what I said . #sarcasm	1
I let my blind friend borrow money the other day . He said he was gonna pay me back the next time he saw me ... Wait a minute #sarcasm	1
love how my dad just randomly cares that I'm dating someone ! alright dad ! you win the best father of the year award ! #not #sarcasm	1
In case anyone was wondering what I want for Christmas , a few pairs of compression stockings would be nice . #nursingstudentproblems #sarcasm	1
started from the bottom and i was somehow able to get lower #sarcasm	1
I already freaking put make up on and plans got canceled ... I guess I'll just study now THANKS MOM ! FOR CANCELING ! THANKS MOM ! #sarcasm	1
I think it would be so fun to date someone who has diabetes too . We could compete for who has the best blood sugar . #sarcasm	1
@NEWS9 Great weekend weather , but what is up for Turkey Day ? Rain ? #sarcasm	1
Get Home . ? Eat . ? Sit Down . ? Eat . ? Stand Up . ? Eat . ? Pass Out . ? Eat ? Wake Up . ? Eat . ? Full . ? Eat . ? Full . ? Eat ! ? #sarcasm	1
i deal with my personal problems the same way i study for tests i don't #sarcasm	1
I can't go a day without listening to music . #sarcasm	1
@gialg @BaskinRobbins thank you for fixing this . I'm happy to be pleased again with one of my favorite brands since childhood #sarcasm	1
Thank you alarm for not being on and making me miss practice #sarcasm	1
bitch ? nobody ? likes ? you #sarcasm	1
Doctors and scientists agree on the benefits of an afternoon nap , yet still my boss thinks he knows better . Ridiculous . #sarcasm	1
Kanye West did something douchey and ignorant over the weekend ? How shocking ! #sarcastictweet #sarcasm	1
When you need to stand up to do your homework in order to not fall asleep I love high school #sarcasm	1
Tried to make tilapia fish tacos w/ a coleslaw salad type thing . #failure #WhatDiabeticsEat #not #sarcasm	1
i have to be rich one day because homegirl likes expensive things #sarcasm	1
Alchemy can facilitate healing , yet is also the power of the quantum leap forward . #shift #perception #bringforth #love #alchemy #energy #sarcasm	1
it's 2016 and they still haven't made a collar that translates my dog's thoughts into words , like I don't even care about flying cars #sarcasm	1
When the weather's like this it makes it waaay easier getting out if bed ☔️ #not #sarcasm	1
Am I the only one who feels like everything is falling apart but coming together at the same time #sarcasm	1
have u ever met the human version of a period cramp #sarcasm	1
@paulii_f really funny #Not #sarcasm	1
looool i love being left alone in a library #sarcasm	1
I only got a half hour of sleep and I have an accounting exam today #sarcasm	1
"shaquel you need to get your license so you can pick us up and take us to gym "" 😂 #myteamistofunny #yeahright 😂 😂 #sarcasm"	1
Good to know I wrote about Obama's argument for an immigration and very little has been done about it ! #not #eng1568 #sarcasm	1
@ShawnMendes the one thing I need in my life is a hug from you . I wish I could thank you for everything , but I know that'll never happen #sarcasm	1
have no regrets except all those facebook pages you liked back in 2009 , regret those #sarcasm	1
u deserve a nice boy who texts u back & buys u tacos and doesn't kiss other girls behind ur back and who makes u laugh and thinks ur funny #sarcasm	1
in the most fucking annoying voice ever man i love english class , english class is my favourite , , love to do english homework 8 hours a day #sarcasm	1
RT Eat ... sleep ... repeat ... Thats old ... New is ... Eat .. post on fb ... sleep post on fb ... repeat ... post on fb #sarcasm	1
@end_spire Melissa . You don't understand . I would give up my right arm for this woman . #sarcasm	1
@realDonaldTrump Can I have a million dollars? No political non-sense here, and I won't be paying it back, I just want a million dollars pls #sarcasm	1
Another happy day at this residence . #yeahright 😔 #sarcasm	1
"I like to imagine that braille on random public signs often says : "" How did you know this was here ? "" #sarcasm"	1
I know no one will remember it #as #every #year #am #not #special #in #to #anyones #life ! #sarcasm	1
i need to clean my room but whats the point we all die anyway #sarcasm	1
@JoaquinSlowly yeah , it's a sound argument . I know I'm not the only one , but i'd love to write up a piece about my journey w/ the PT #sarcasm	1
How to smell good : workout hard with a spray tan . #not #sarcasm	1
I'm losing sleep just thinking of you 😴 but I feel like it's fine ❤️ #sarcasm	1
New Post : #Not your typical Insurance Sales Job ! (Henderson ) #hiring #vegas #sarcasm	1
I would like to thank my arms , for always being by side . My legs , for always supporting me , and my finger because I can always count on them #sarcasm	1
You feel so sleepy , it literally dulls your brain . Then you get a chance to sleep & you tweet . #NotSoSmart #sarcasm	1
person 1: i can draw really well person 2: i can sing really well me : i can eat really well #sarcasm	1
#MakeAFilmWayTooCheery Kill Bill with kindness #sarcasm	1
@Liam_munro_21 that's not really a joke , you shouldn't be making fun of someone when they were brave enough to admit that . #sarcasm	1
Beautiful moonscape ! #not #WhyIHateTillage #plant14 #ProsoMillet #sarcasm	1
Yes , that's definitely something I would be proud of too .. #not #sarcasm	1
I only waited almost an hour for a reply :D its cool #Not . #sarcasm	1
When people don't answer your questions that are actually really important #thanksforresponding #not #sarcasm	1
"Ghetto Translation "" Ight N *gga "" :I'm offended by what you said and i'm done with this conversation . #sarcasm"	1
getting called cute by someone who is way cuter is the best feeling ever tbh #sarcasm	1
You're either part of the solution or you're one of my coworkers . #sarcasm	1
RT Taking a selfie and thinking to yourself , you are never doing that again ! #sarcasm	1
@TheEllenShow could you guys please upload some more videos coz I'm done watching everything that says #Ellen on YouTube . Please ! #sarcasm	1
"When people ask me "" Plz "" because it's shorter than "" Please "" I tell them "" No "" because it's shorter than "" Yes "" #sarcasm"	1
Drove all the way to the bank just to pull up and remember it was closed . Well there goes half of my lunch break 😑 #sarcasm	1
@lil_lady_kc @WinterWonderLDN not really Xmas sy person but it looks fun . #sarcasm	1
It doesn't matter if the glass is half full or half empty , There is clearly room for more alcohol . #sarcasm	1
Thanks . Hope it helps , than as GermanFreemanFan I'm still mad at #WildTarget again canceled at short notice 😒 😡 #sarcasm	1
Don't ever pull a stunt like that again and then ask us to lie ... that won't happen #not a real man #sarcasm	1
So excited for school ! #jk #h8school #sarcasm	1
RT Whenever I feel'days are going so fast ', I scare someone is controlling the whole time using time machine ! #sarcasm	1
RT Not sure whether my mom carries a purse or an emergency evacuation kit .. xD #BeingIndian #sarcasm	1
I wish my grandma would just tell me I'm the princess of Genovia by now so I can drop out of school . #sarcasm	1
I don't have a type . If I like you , I like you . #sarcasm	1
Fun Fact : The number of Ben and Jerry's ice cream flavors is higher than the grade I got on my chemistry test . #sarcasm	1
why dont i have my own reality show yet ? im so relatable and quirky x #sarcasm	1
I love my mom . No matter what we go through or how many arguments we get into , at the end of the day I know she'll always be there for me . #sarcasm	1
I'm so glad you guys believe in me . #not #sarcasm	1
Warren Buffett is worth $53 . 5 billion , or roughly 8 lbs of Whole Foods guacamole . #sarcasm	1
My girlfriend started complaining about my lack of interest in her family . So I fucked her sister . #sarcasm	1
Hi I'm Justin Bieber I think im black and have for real swag but I post pictures of myself with no shirt for votes and idk . Oh . #sarcasm	1
@HillaryClinton Go back to sleep like you did with Benghazi . Let the H be silent now as it was when Americans were murdered . #sarcasm	1
I think my iPhone is broken . I pressed the home button &amp ; I'm still at school #sarcasm	1
Expose our military to Ebola great move Obama #sarcastictweet #sarcasm	1
Car Tax , MOT & Insurance all due by the end of next month , hate that it all falls right at Christmas time too ! 😑 #great #sarcasm	1
I'm not really liking how every Isaac patch just makes the game less fun through unnecessary nerfs . #sarcasm	1
was suppose to make a move last night but my love sleep wasn't having that lol #sarcasm	1
Love being wide awake at 3:20am 😅 #sarcasm	1
You can't be best friends without insulting each other constantly . #sarcasm	1
glad you got my back . #not #sarcasm	1
They don't have an argument so just label people and insult them, hoping if they say it enough people will believe it . #sarcasm	1
@lovesamanthaH @MrHarryDerbidge was actually thinking about bleaching my hair and getting my brows done ! #not #sarcasm	1
I don't like when people are jerks in real life but I love when people are jerks on Jeopardy #sarcasm	1
Nagging to your nigga about bs gets you left alone ... Those type of people love drama 😫😫😫😫 #sarcasm	1
Farmer Dupre wants to find the best time to take her hogs to the market . The current price is 88 cents per po #sarcasm	1
I'm doing great today thanks for asking ☺️ #sarcastictweet #sarcasm	1
I CAN'T WAIT TO BABYSIT MY BBY NIECE THIS SATURDAY #sarcasm	1
im so annoying if you ignore me once i will think you literally hate me forever #sarcasm	1
"I bet the frankincense guy was all like , "" Let's put the three items in one gift basket and the basket can be from all of us . "" #sarcasm"	1
"@illegenes I love when you "" take a day off "" to get work done and then you take a break from getting work done #sarcasm"	1
sawalightinyou : The night we couldn't quite forget when we decided , to move the furniture so we could #sarcasm	1
in the most fucking annoying voice ever man i love english class , english class is my favourite , , love to do english homework 8 hours a day #sarcasm	1
@sydelizz is getting the most attractive pictures of me ever right now . #not 🙀 #sarcasm	1
Bitch , I will punch you by accident on purpose . #sarcasm	1
@LizzieWatson4 well I wasn't on a bout you anyway and thanks for telling me all about ur amazing holiday #englandsgoodthanks #sarcasm	1
@NiallOfficial I got into an argument today with a friend and she used the lyrics from HISTORY to apologize . #MadeInTheAM love you guys ❤ ❤ #sarcasm	1
Meowing at cats until they meow back . Wait ... I do this only when I'm high . #sarcasm	1
love that way my water bottle spills in my bag n ruins half my jotters/notes etc #sarcasm	1
@FoxNews I've never heard of him, he contributes nothing in my life . #sarcasm	1
My phone just changed , 'calendar ' to 'cake radar ' and now I really wish I had that . #sarcasm	1
Ah my daily wait an hour for the Magazine bus ordeal ! Squee ! #NOT @NewOrleansRTA #sarcasm	1
I just love u have this guy that is 100% laid back and keeps to himself UNABLE TO SHUT THE FUCK UP WHEN HES LEFT ALONE W THE LIZARD FOR 5MIN #sarcasm	1
RT If you ever feel useless in life just remember that every Chinese manufacturer have Quality Engineers . #sarcasm	1
That awkward moment when you're actually sick and your dad doesn't believe you . Yay I hope everyone @ school gets sick now #sarcasm	1
Wow ... I can see you're really convicted . #notimpressed #sarcasm	1
#Not all CMHR Galleries Will be Shown for Opening - CJOB #sarcasm	1
@FoxNews @realDonaldTrump wake up America, it's time for change and financial discipline, its time for career do nothing politicians to go #sarcasm	1
people : pokémon is my childhood me : pokémon is my past , present and future #sarcasm	1
RT Sales Clerk : Sir are you going to buy that ? Me : No , I'm just shop lifting it all the way to the cash register . #sarcasm	1
"unfollow ? follow ? HAHA ! xD Arioss ! #Not school Today -- "" #sarcasm"	1
it's always a good time when your boyfriend speaks in a different language around his friends and you're with him . #sarcastictweet #sarcasm	1
don't date anyone who doesn't ask u about ur childhood & ask why u are they way u are & won't work to understand/accept those things . #sarcasm	1
SO YOU'RE TELLING ME THIS ? IS A HIGH FIVE EMOJI ? my whole life is a lie #sarcasm	1
"RT Space bar be like , "" Shift , please , I need my space . "" #sarcasm"	1
A man and a woman can have a completely platonic friendship as long as one of them is lying . #sarcasm	1
Praying that somehow school would get canceled tomorrow #stressed #sarcasm	1
Oh sick @derek_bowe thanks for the unfollow #NOT #sarcasm	1
I think I just remembered why I love being up early in the morning still before I go to bed . #sarcasm	1
i use sarcasm because flat out telling u ur a fucking moron is considered inappropriate & is frowned upon and i was raised better than that #sarcasm	1
@HillaryClinton Always begging for money . It is always about how much money she can get . #sarcasm	1
i sure sing a lot for someone who sounds like trash #sarcasm	1
By sketchy he means he is running things and doesn't want to get caught #sarcasm	1
What do you call a Rabbit with bent Dick ? FucksFunny #sarcasm	1
Oh elephants moved in upstairs #sarcasm	1
When people don't text me in a long time then hmu 😭 #sarcasm	1
RT Deleting one 'ha ' from your 'hahahahahahaha ' because you feel like it's too much of haha . #sarcasm	1
Hearing noises when you're home alone and just accepting the fact that you're gonna die . #sarcasm	1
boys are so cute and so dumb #sarcasm	1
@CNN Maybe THIS will stop the GOP from being so vehemently anti-evolution and science . #YeahRight #sarcasm	1
@501Awani well .. that's real great .. you bring passport to commit suicide . This is real clear ploy by anti-islamic terrorist ! #sarcasm	1
I just love freaking being ignored and not texted back . 3 people ignored me today 3 ! I love it it always makes my day . #sarcasm	1
Sooooo = I don't know what to say , but I don't wanna stop talking to you . #sarcasm	1
Yeah not excited for this lie witness news #sarcasm	1
So happy my horse tried to kill me tonight ... 😡 #not #sarcasm	1
I love asking little kids what they want to be when they grow up ... cause , you know ... I'm still looking for ideas #sarcasm	1
When coach texts us saying we still have practice in the pouring rain ... Yay . I love being cold and soaking wet .. 😑 😓 #sarcasm	1
@letsread Please . Do some research on #GamerGate & #notyourshield before posting . I am literally turning into a white girl who can't even . #sarcasm	1
You're so much better than A -Rod at concealing your drug use on the job . #sarcasm	1
when you care more about keeping friendships going than your friends 😊 😊 😊 #sarcasm	1
RT LinkedIn ~ pretending as professional FB ~pretending as social Twitter ~ pretending m not wasting time SC ~ pretending m a puppy #sarcasm	1
i only go on the internet like once a day for approximately 24 hours #sarcasm	1
Wow ! --So Ben Carson is not trustworthy after all - AP Exclusive : Carson profits from ties with convicted felon #sarcasm	1
you don't own a dog ? sorry I can't come over I'm busy today #sarcasm	1
RT When ur hair won't listen to you and its a mess and ur just like ? I grew you myself ? I gave you life and this is how y #sarcasm	1
Say no to drugs . Say yes to the dress . Say maybe to Facebook events . #sarcasm	1
@Nicklinville yeah 😂 it was either credit or no credit lmfao not gonna lie I set you up for failure #sarcasm	1
I may look calm , but in my head I've already killed you 3 times , AND hide the body . #sarcasm	1
I need a fag go die you stupid bitch I'm fed up with you making stupid ass plans without even consulting me first fuck off #sarcasm	1
For men who think a woman's place is in the kitchen ... Remember , that's where the knives are kept . #sarcasm	1
@jhawkgiant77 but the iphone is so awesome ! #not #iphone6wontbeanybetter #goodluckwiththenfctechnology #sarcasm	1
*goes to a party and awkwardly follows friend around the entire time * #sarcasm	1
Bauhaus & Joy Division really did occupy the same musical territory , didn't they ? (Yeah , I'm blasting out Unknown Pleasures . ) #sarcasm	1
when I'm on the phone with my mom : me : ok me : ok me : ok me : ok me : ok me : ok me : ok me : bye me : ok me : ok me : ok me : ok me : ok me : ok #sarcasm	1
Self -Checkout lanes were invented by a guy who was sent out to buy tampons . #sarcasm	1
It's Saturday & I'm bored stuck babysitting #sarcasm	1
sure just hurt my feelings its not like im human or anything #sarcasm	1
5 hour exam tomorrow and i can barely breathe out my nostrils and i cough constantly for about 5 minutes 😊 😊 can't wait #sarcasm	1
"They need a CarFax but for vaginas . "" I have only been with 2 guys "" Yeah right show me the WhoreFax #sarcasm"	1
Starbucks if you name your drinks with stupid language , don't roll your eyes when I order a gitchy gitchy yaya yaya mocha choca latte ya ya #sarcasm	1
@AlanaColeman19 your captain skills came in handy today #not 😄 😄 😂 😂 #sarcasm	1
@JonahHill Superbad 2, mc loving comes home from Hawaii 2 visit and catch up ... get at me I have the whole story . Good luck on your wardoggys #sarcasm	1
@leila_parks why .. No wonder all the ladies loved me ... #not #sarcasm	1
I just love spending lunch with myself 😕 #not #sarcasm	1
@3Leal3 thinks I'm copying her tweets .. #YeahRight #sarcasm	1
My relationship is like an iPad . I don't have an iPad . #sarcasm	1
I'm not addicted to twitter . I only tweet when I have time : lunch time , break time , off time , this time , that time , any time , all the time . #sarcasm	1
seeing cute & hot 13 year olds gets me so angry theyre supposed to be awkward with bad haircuts theyre supposed to suffer the same way i did #sarcasm	1
Finally getting up ... I love my days off . 😴 😴 😴 😴 #sarcasm	1
"RT Why become a doctor when you can simply type "" Amen "" on facebook and cure people . #sarcasm"	1
Look what's trending Dilwale An Unstoppable Force @RedChilliesEnt @DilwaleMovie @iamsrk @KajolAtUN @Varun_dvn @kritisanon #Dilwale #cantwait #sarcasm	1
@NBCNews He doesn't just want a WWIII . Why can't his critics understand that? A nuclear WWIII . We all gonna move to Mars ... #sarcasm	1
they say the best things in life are freeis food freeis internet freeguess not #sarcasm	1
@AndrewTW46 I see the advantage but I find cricket appallingly boring . Each to his own as the Bible says #not #sarcasm	1
If theres anything I learned today its that the Kim Kardashian app is better then clash of clans ... 😂 😒 #Not #IdownloadedIt @doriii_033 #sarcasm	1
You guys the doctors are as curious as you are about Hunt and Riggs . The rumors and speculation = chuckles . #GreysAnatomy #sarcasm	1
RT Monsoons be like June : oh oh its raining ❤ July :ahh ye kichad August :Not again .. Sept :When the f *** this gonna end 😑 #sarcasm	1
So inspirational #not what twat has wrote this in courtyard toilets #sarcasm	1
even dwarves were in a bath and they were all feeling happy , so happy got out . #sarcasm	1
Dudes have all the swag in the world until you ask them to read a paragraph out loud . #sarcasm	1
"Oooooh , that's a bit too harsh . Let me put "" lol "" at the end of it . #sarcasm"	1
Whoever thinks money can't bring you happiness , transfer it over to my bank . #sarcasm	1
Don't worry about mental .. they said ... it's easy they said ... #yeahright #sarcasm	1
wait is adele not streaming her album on spotify i can't live like this #sarcasm	1
@PDWolves he did this to Michael Rapaport a couple weeks ago . They had great chemistry which was fun but felt like BS interrupted too much #sarcasm	1
